facility_code,facility_name,facility_major_type,facility_type,facility_category,ownership_major,is_private,is_licensed,city_raw,city_norm,barangay,service_capability,doh_level,service_level_weight,bed_capacity,license_status
DOH000000000049854,SUPERSCAN DRUG TESTING LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 345,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000041003,SUREHEALTH MULTI-SPECIALTY AND DIAGNOSTIC CLINIC CORP.,Health Facility,Clinical Laboratory,clinic,Private,1,1,SAMPALOC,MANILA,BARANGAY 568,,0,1.5,0,Licensing Status:With License
DOH000000000051518,SUREPOINT DIAGNOSTICS AND MEDICAL SERVICES,Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,ERMITA,MANILA,BARANGAY 667,,0,1.0,0,Licensing Status:With License
DOH000000000045329,SURGERY CENTER OF CENTURIA MEDICAL MAKATI,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MAKATI,MAKATI,POBLACION,,0,1.5,0,Licensing Status:With License
DOH000000000040631,SURVIVOR LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 154,,0,1.5,1,Licensing Status:With License
DOH000000000054858,SYJUECO AESTHETIC CENTER,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,WEST TRIANGLE,,0,1.5,0,Licensing Status:With License
DOH000000000045844,SYNERGY LIFE SCIENCES AND DIAGNOSTIC SOLUTIONS,Health Facility,Clinical Laboratory,clinic,Private,1,1,BINONDO,MANILA,BARANGAY 292,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000045954,SYNERGY NURSING HOMECARE CENTER CO.,Health Facility,Psychiatric Care Facility,other,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,PLAINVIEW,Custodial Psychiatric Care,0,2.0,37,Licensing Status:With License
DOH000000000040828,T.H.C. DIAGNOSTIC AND MEDICAL CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,HOLY SPIRIT,,0,1.5,0,Licensing Status:With License
DOH000000000053554,T1 MEDICAL AND DIAGNOSTIC CLINIC CORPORATION,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SAN ANTONIO,,0,1.5,0,Licensing Status:With License
DOH000000000003423,TAGALAG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,TAGALAG,,0,1.5,0,
DOH000000000006084,TAGIG DOCTORS HOSPITAL,Health Facility,Infirmary,infirmary,Private,1,1,CITY OF TAGUIG,TAGUIG,BAGUMBAYAN,,0,2.5,8,Licensing Status:With License
DOH000000000054998,TAGIG WATER TESTING LABORATORY,Health Facility,Laboratory for Drinking Water Analysis,laboratory,Private,1,1,CITY OF TAGUIG,TAGUIG,TUKTUKAN,,0,1.0,0,Licensing Status:With License
DOH000000000053157,TAGUIG CITY DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Government,0,1,CITY OF TAGUIG,TAGUIG,HAGONOY,,0,1.5,0,Licensing Status:With License
DOH000000000041978,TAGUIG CITY DIALYSIS CENTER,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF TAGUIG,TAGUIG,NORTH SIGNAL VILLAGE,,0,2.0,0,Licensing Status:With License
DOH000000000054780,TAGUIG CITY GENERAL HOSPITAL,Health Facility,Hospital,hospital,Government,0,1,CITY OF TAGUIG,TAGUIG,HAGONOY,Level 2,2,3.0,66,Licensing Status:With License
DOH000000000023010,TAGUIG CITY HEALTH OFFICE,Health Facility,City Health Office,other,Government,0,0,CITY OF TAGUIG,TAGUIG,TUKTUKAN,,0,1.0,0,Licensing Status:Without License
DOH000000000039382,TAGUIG CITY MOLECULAR LABORATORY,Health Facility,COVID-19 Testing Laboratory,laboratory,Government,0,1,CITY OF TAGUIG,TAGUIG,LOWER BICUTAN,,0,1.0,0,Licensing Status:With License
DOH000000000040934,TAGUIG CLINICAL LABORATORY,Health Facility,Clinical Laboratory,clinic,Government,0,1,CITY OF TAGUIG,TAGUIG,TUKTUKAN,,0,1.5,0,Licensing Status:With License
DOH000000000033805,TAGUIG SOCIAL HYGIENE CLINIC DROP-IN CENTER,Health Facility,Social Hygiene Clinic,clinic,Government,0,0,CITY OF TAGUIG,TAGUIG,WESTERN BICUTAN,,0,1.5,0,
DOH000000000000788,TAGUIG-PATEROS DISTRICT HOSPITAL,Health Facility,Hospital,hospital,Government,0,1,CITY OF TAGUIG,TAGUIG,WESTERN BICUTAN,Level 1,1,2.5,110,Licensing Status:With License
DOH000000000000906,TALA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 188,,0,1.5,0,
DOH000000000043235,TALA WAREHOUSE,Health Related Facility,Regional Warehouse - Combination,other,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 186,,0,1.0,0,
DOH000000000005258,TALIPAPA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 164,,0,1.5,0,
DOH000000000002933,TALON I HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF LAS PI?AS,LAS PINAS,TALON UNO,,0,1.5,0,
DOH000000000002218,TALON II HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF LAS PI?AS,LAS PINAS,TALON DOS,,0,1.5,0,
DOH000000000000908,TALON IV HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF LAS PI?AS,LAS PINAS,TALON KUATRO,,0,1.5,0,
DOH000000000000909,TALON V RURAL HEALTH UNIT (MOONWALK RURAL HEALTH UNIT ),Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF LAS PI?AS,LAS PINAS,TALON SINGKO,,0,1.5,0,
DOH000000000033238,TAMAYO FAMILY CARE BIRTHING HOME CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,KRUS NA LIGAS,,0,1.5,2,Licensing Status:With License
DOH000000000005322,TAMBO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PARA?AQUE,PARANAQUE,TAMBO,,0,1.5,0,Licensing Status:With License
DOH000000000002946,TANDANG SORA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,TALIPAPA,,0,1.5,0,
DOH000000000002940,TANGOS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF NAVOTAS,NAVOTAS,TANGOS SOUTH,,0,1.5,0,
DOH000000000043619,TANZA HEALTH CENTER,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF NAVOTAS,NAVOTAS,TANZA 1,,0,1.5,0,
DOH000000000040577,TANZA LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Government,0,1,CITY OF NAVOTAS,NAVOTAS,TANZA 1,,0,1.5,5,Licensing Status:With License
DOH000000000052443,TATALON ANIMAL BITE TREATMENT CENTER,Health Facility,Animal Bite Treatment Center,other,Government,0,0,QUEZON CITY,QUEZON CITY,TATALON,,0,1.0,0,
DOH000000000005247,TATALON HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,TATALON,,0,1.5,0,
DOH000000000002723,TAYABAS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,TONDO I/II,MANILA,BARANGAY 228,,0,1.5,0,Licensing Status:With License
DOH000000000001512,TAÑONG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MALABON,MALABON,TA?ONG (POB.),,0,1.5,0,
DOH000000000000202,TAÑONG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF MARIKINA,MARIKINA,TA?ONG,,0,1.5,0,Licensing Status:With License
DOH000000000039331,TC MEDICAL LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,POBLACION,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000040890,TCLV HEALTHCARE MEDICAL AND DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,CONCEPCION DOS,,0,1.5,0,Licensing Status:With License
DOH000000000003897,TEJEROS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MAKATI,MAKATI,TEJEROS,,0,1.5,0,
DOH000000000040785,TELECURE MEDICAL AND DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,SAMPALOC,MANILA,BARANGAY 631,,0,1.5,0,Licensing Status:With License
DOH000000000033247,TERESITA ANGELES ORALLO LYING IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,CENTRAL BICUTAN,,0,1.5,2,Licensing Status:With License
DOH000000000045362,"THE AMERICAN EYE CENTER, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,,0,1.5,0,Licensing Status:With License
DOH000000000048368,THE BEST RENAL CARE INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MALABON,MALABON,POTRERO,,0,2.0,0,Licensing Status:With License
DOH000000000003001,THE CLINIC OF THE HOLY SPIRIT INC,Health Facility,Psychiatric Care Facility,other,Private,1,1,QUEZON CITY,QUEZON CITY,E. RODRIGUEZ,,0,2.0,40,Licensing Status:With License
DOH000000000040520,"THE FAMILY PLANNING ORGANIZATION OF THE PHILIPPINES, INC.",Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,TANDANG SORA,,0,1.5,3,Licensing Status:With License
DOH000000000054901,"THE HEALTH COLLECTIVE, INC",Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,,0,2.0,0,Licensing Status:With License
DOH000000000046474,THE ICON CLINIC-PLASTIC SURGERY AND DERMATOLOGY INC.,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF SAN JUAN,SAN JUAN,GREENHILLS,,0,1.5,0,Licensing Status:With License
DOH000000000039287,THE JAPANESE ASSOCIATION MANILA INC. MEDICAL CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,,0,1.5,0,Licensing Status:With License
DOH000000000041620,"THE KIDNEYSPACE, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 95,,0,2.0,0,Licensing Status:With License
DOH000000000039234,THE LORD'S GRACE MEDICAL &AMP; INDUSTRIAL CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,OLYMPIA,,0,1.5,0,Licensing Status:With License
DOH000000000053054,THE MED CLUB HEALTH GROUP INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,BAGONG PAG-ASA,,0,1.5,0,Licensing Status:With License
DOH000000000051051,THE MEDICAL AVENUE CORPORATION,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,FAIRVIEW,,0,1.5,4,Licensing Status:With License
DOH000000000005104,THE MEDICAL CITY,Health Facility,Hospital,hospital,Private,1,1,CITY OF PASIG,PASIG,UGONG,Level 3,3,4.0,522,Licensing Status:With License
DOH000000000040114,THE MEDICAL CITY - ORTIGAS (CARTRIDGE - BASED PCR),Health Facility,COVID-19 Testing Laboratory,laboratory,Private,1,1,CITY OF PASIG,PASIG,UGONG,,0,1.0,0,Licensing Status:With License
DOH000000000038984,THE MEDICAL CITY - ORTIGAS (RT-PCR),Health Facility,COVID-19 Testing Laboratory,laboratory,Private,1,1,CITY OF PASIG,PASIG,UGONG,,0,1.0,0,Licensing Status:With License
DOH000000000053052,THE MEDICAL CITY CLINIC - SM MUNTINLUPA,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,TUNASAN,,0,1.5,0,Licensing Status:With License
DOH000000000040851,THE MEDICAL CITY CLINIC @  SM MARIKINA,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,CALUMPANG,,0,1.5,0,Licensing Status:With License
DOH000000000040472,THE MEDICAL CITY CLINIC @ COMMONWEALTH,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,HOLY SPIRIT,,0,1.5,0,Licensing Status:With License
DOH000000000040461,THE MEDICAL CITY CLINIC @ CONGRESSIONAL,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,VETERANS VILLAGE,,0,1.5,0,Licensing Status:With License
DOH000000000040507,THE MEDICAL CITY CLINIC @ EASTWOOD,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,BAGUMBAYAN,,0,1.5,0,Licensing Status:With License
DOH000000000041033,THE MEDICAL CITY CLINIC @ FELIZ,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,DELA PAZ,,0,1.5,0,Licensing Status:With License
DOH000000000040588,THE MEDICAL CITY CLINIC @ FISHER MALL,Health Facility,Clinical Laboratory,clinic,Government,0,1,QUEZON CITY,QUEZON CITY,SANTA CRUZ,,0,1.5,0,Licensing Status:With License
DOH000000000040487,THE MEDICAL CITY CLINIC @ GATEWAY,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SOCORRO,,0,1.5,0,Licensing Status:With License
DOH000000000040999,THE MEDICAL CITY CLINIC @ LUCKY CHINATOWN,Health Facility,Clinical Laboratory,clinic,Private,1,1,BINONDO,MANILA,BARANGAY 296,,0,1.5,0,Licensing Status:With License
DOH000000000040908,THE MEDICAL CITY CLINIC @ MARKET MARKET,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,,0,1.5,0,Licensing Status:With License
DOH000000000047005,THE MEDICAL CITY CLINIC @ PASIG,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF PASIG,PASIG,SANTA LUCIA,,0,1.5,0,Licensing Status:With License
DOH000000000040738,THE MEDICAL CITY CLINIC @ REGIS,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,LOYOLA HEIGHTS,,0,1.5,0,Licensing Status:With License
DOH000000000049858,THE MEDICAL CITY CLINIC @ REGIS CENTER KATIPUNAN,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,LOYOLA HEIGHTS,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040497,THE MEDICAL CITY CLINIC @ ROBINSONS MAGNOLIA,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,KAUNLARAN,,0,1.5,0,Licensing Status:With License
DOH000000000039261,THE MEDICAL CITY CLINIC @ SAN LORENZO PLACE,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,BANGKAL,,0,1.5,0,Licensing Status:With License
DOH000000000040884,THE MEDICAL CITY CLINIC @ SANTOLAN TOWN PLAZA,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF SAN JUAN,SAN JUAN,LITTLE BAGUIO,,0,1.5,0,Licensing Status:With License
DOH000000000040486,THE MEDICAL CITY CLINIC @ SM FAIRVIEW,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,FAIRVIEW,,0,1.5,0,Licensing Status:With License
DOH000000000040918,THE MEDICAL CITY CLINIC @ SM FTI,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,WESTERN BICUTAN,,0,1.5,0,Licensing Status:With License
DOH000000000039321,THE MEDICAL CITY CLINIC @ SM LIGHT MALL,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,BARANGKA ILAYA,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000049860,THE MEDICAL CITY CLINIC @ SM MALL OF ASIA,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,PASAY CITY,PASAY,BARANGAY 76,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000044418,THE MEDICAL CITY CLINIC @ SM NORTH,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,BAGONG PAG-ASA,,0,1.5,0,Licensing Status:With License
DOH000000000049861,THE MEDICAL CITY CLINIC @ SM NOVALICHES,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,SAN BARTOLOME,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039355,THE MEDICAL CITY CLINIC @ SM SAN LAZARO,Health Facility,Clinical Laboratory,clinic,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 350,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000039324,THE MEDICAL CITY CLINIC @ SM SHAW,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,BAGONG SILANG,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000039197,THE MEDICAL CITY CLINIC @ SM SOUTH TOWER,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,ALMANZA UNO,,0,1.5,0,Licensing Status:With License
DOH000000000040464,THE MEDICAL CITY CLINIC @ SM STA. MESA,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,DO?A IMELDA,,0,1.5,0,Licensing Status:With License
DOH000000000041093,THE MEDICAL CITY CLINIC @ SM SUCAT,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN DIONISIO,,0,1.5,0,Licensing Status:With License
DOH000000000040949,THE MEDICAL CITY CLINIC @ SM VALENZUELA,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF VALENZUELA,VALENZUELA,KARUHATAN,,0,1.5,0,Licensing Status:With License
DOH000000000049862,THE MEDICAL CITY CLINIC @ TIMOG,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,LAGING HANDA,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049863,THE MEDICAL CITY CLINIC @ TRINOMA,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,BAGONG PAG-ASA,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039157,THE MEDICAL CITY CLINIC @ VICTORY MALL,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 72,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000041085,THE MEDICAL CITY CLINIC @ WALTERMART BICUTAN,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN MARTIN DE PORRES,,0,1.5,0,Licensing Status:With License
DOH000000000039243,THE MEDICAL CITY CLINIC @ WALTERMART MAKATI,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,PIO DEL PILAR,,0,1.5,0,Licensing Status:With License
DOH000000000051664,THE MEDICAL CITY CLINIC @FAIRVIEW,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,GREATER LAGRO,,0,1.5,0,Licensing Status:With License
DOH000000000051849,THE MEDICAL CITY CLINIC @SM MALL OF ASIA,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,PASAY CITY,PASAY,BARANGAY 76,,0,1.5,0,Licensing Status:With License
DOH000000000051847,THE MEDICAL CITY CLINIC-MARKET-MARKET TAGUIG,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,,0,1.5,0,Licensing Status:With License
DOH000000000040941,THE MEDICAL CITY CLINICS,Health Facility,Clinical Laboratory,clinic,Private,1,1,ERMITA,MANILA,BARANGAY 659,,0,1.5,0,Licensing Status:With License
DOH000000000043846,THE MEDICAL CITY CLINICS,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,ORANBO,,0,1.5,0,Licensing Status:With License
DOH000000000052432,THE MEDICAL CITY CLINICS,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SANTA TERESITA,,0,1.5,0,Licensing Status:With License
DOH000000000053045,THE MEDICAL CITY CLINICS - SM CALOOCAN,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 171,,0,1.5,0,Licensing Status:With License
DOH000000000051641,THE MEDICAL CITY CLINICS - SM CITY GRAND CENTRAL,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 88,,0,1.5,0,Licensing Status:With License
DOH000000000052438,THE MEDICAL CITY CLINICS - U.P. TOWN CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,KATIPUNAN,,0,1.5,0,Licensing Status:With License
DOH000000000049864,THE MEDICAL CITY FAIRVIEW CLINIC,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,FAIRVIEW,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000043374,"THE MEGA CLINIC, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,,0,1.5,0,Licensing Status:With License
DOH000000000045363,"THE MEGACLINIC, INC",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,,0,1.5,0,Licensing Status:With License
DOH000000000049865,"THE MEGACLINIC, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000023574,"THE NEW BEGINNINGS FOUNDATION, INC.",Health Facility,Drug Abuse Treatment and Rehabilitation Centers,other,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,,0,1.0,0,Licensing Status:With License
DOH000000000039178,THE PERLAS POLYCLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 51,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000049866,THE PERLAS POLYCLINIC DTC,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 51,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039588,"THE PREMIER DIALYSIS CENTER, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN DIONISIO,,0,2.0,0,Licensing Status:With License
DOH000000000032082,THE PREMIER MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN DIONISIO,Level 2,2,3.0,40,Licensing Status:With License
DOH000000000033212,THE RIGHT CHOICE BIRTHING HOME CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF PASIG,PASIG,SANTA LUCIA,,0,1.5,1,Licensing Status:With License
DOH000000000049689,THE SPECIALISTS SURGERY &AMP; CANCER CENTER,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,FAIRVIEW,,0,1.5,0,Licensing Status:With License
DOH000000000040789,THE WELLNESS HUB CLINIC AND LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000041556,THERAPY MANAGEMENT SERVICES PHILS. INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,PLEASANT HILLS,,0,2.0,0,Licensing Status:With License
DOH000000000042092,THERAPY MANAGEMENT SERVICES PHILS. INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,SAMPALOC,MANILA,BARANGAY 502,,0,2.0,0,Licensing Status:With License
DOH000000000041971,THERAPY MANAGEMENT SERVICES PHILS. INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF PASIG,PASIG,ROSARIO,,0,2.0,0,Licensing Status:With License
DOH000000000041635,THERAPY MANAGEMENT SERVICES PHILS. INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,QUEZON CITY,QUEZON CITY,NORTH FAIRVIEW,,0,2.0,0,Licensing Status:With License
DOH000000000039222,THERESE OF LISIEUX DIAGNOSTIC AND RESEARCH CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,PAMPLONA TRES,,0,1.5,0,Licensing Status:With License
DOH000000000049867,THERESE OF LISIEUX DIAGNOSTICS AND RESEARCH CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,PAMPLONA TRES,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039170,THREE KINGS DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 25,,0,1.5,0,Licensing Status:With License
DOH000000000053943,THREE VITALITY MEDICAL AND LABORATORY SERVICES,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 178,,0,1.5,0,Licensing Status:With License
DOH000000000053183,THYROID HEAD AND NECK SPECIALISTS,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,,0,1.5,0,Licensing Status:With License
DOH000000000015449,TIBAGAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF SAN JUAN,SAN JUAN,TIBAGAN,,0,1.5,0,
DOH000000000040892,TIBAGAN HEALTH CENTER LABORATORY,Health Facility,Clinical Laboratory,clinic,Government,0,1,CITY OF SAN JUAN,SAN JUAN,TIBAGAN,,0,1.5,0,Licensing Status:With License
DOH000000000044215,TIERRA NOVA SATELLITE CENTER,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 171,,0,1.5,0,
DOH000000000052460,TIMELINE MEDICAL CLINIC AND LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,SAMPALOC,MANILA,BARANGAY 456,,0,1.5,0,Licensing Status:With License
DOH000000000040419,TIMOGAN MEDICAL CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000007308,TINAJEROS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MALABON,MALABON,TINAJEROS,,0,1.5,0,
DOH000000000047322,TLC CARE CENTER CORP.,Health Facility,Psychiatric Care Facility,other,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,PLAINVIEW,Custodial Psychiatric Care,0,2.0,15,Licensing Status:With License
